id,room_type,category,street,city,prefecture,cost,size,deposit,key_money,floor,year,station,minute,created_at
22483,1K,Apartment,Shinkawa,Chuo-ku,Tokyo,110650.0,22.82,0.0,0.0,3,2003,Hacchoubori,5,2025-01-20 16:17:51
22484,1LDK,Apartment,Hongo,Bunkyo-ku,Tokyo,231000.0,48.96,218000.0,218000.0,13,2006,Suidoubashi,3,2025-01-20 16:17:51
22485,1K,Apartment,Ikunonishi,Osaka-shi Ikuno-ku,Osaka,56825.0,22.96,0.0,0.0,1,2018,Teradachou,8,2025-01-20 16:17:51
22486,2DK,Apartment,Ogaki,Ritto-shi,Shiga,65550.0,40.95,0.0,60000.0,2,2002,Kusatsu,11,2025-01-20 16:17:51
22487,2LDK,Apartment,Nakai,Shinjuku-ku,Tokyo,179000.0,62.2,358000.0,0.0,2,1987,Nakai,3,2025-01-20 16:17:51
22489,1K,Apartment,Nanakuni,Hachioji-shi,Tokyo,62040.0,25.07,0.0,0.0,2,2015,Hachioji Minamino,12,2025-01-20 16:17:51
22490,1K,Apartment,Nishigotanda,Shinagawa-ku,Tokyo,103000.0,21.93,0.0,0.0,4,2006,Osaki Hirokouji,7,2025-01-20 16:17:51
22491,1LDK,Apartment,Ichigayasanaicho,Shinjuku-ku,Tokyo,205110.0,36.98,195000.0,0.0,3,2021,Ichigaya,6,2025-01-20 16:17:51
22492,1K,Apartment,Nishigahara,Kita-ku,Tokyo,96050.0,22.75,0.0,90000.0,2,2018,Kaminakazato,7,2025-01-20 16:17:51
22493,1LDK,Apartment,Nishiazabu,Minato-ku,Tokyo,304000.0,40.7,0.0,0.0,3,2022,Hiroo,10,2025-01-20 16:17:51
22494,1LDK,Apartment,Omorikita,Ota-ku,Tokyo,170000.0,37.09,160000.0,0.0,11,2009,Omori,3,2025-01-20 16:17:51
22495,1R,Apartment,Tsurumaki,Setagaya-ku,Tokyo,90540.0,22.2,84000.0,84000.0,2,1994,Sakurashinmachi,9,2025-01-20 16:17:51
22496,1R,Apartment,Nishiochiai,Shinjuku-ku,Tokyo,162300.0,19.25,0.0,0.0,4,2023,Ochiaiminami Nagasaki,7,2025-01-20 16:17:51
22497,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22498,1K,Apartment,Tsurumichuo,Yokohama-shi Tsurumi-ku,Kanagawa,74550.0,19.87,0.0,34500.0,3,2005,Kokudou,4,2025-01-20 16:17:51
22499,1DK,Apartment,Higashinakajima,Osaka-shi Higashiyodogawa-ku,Osaka,48000.0,27.0,0.0,60000.0,2,1985,Sozenji,6,2025-01-20 16:17:51
22500,1K,Apartment,Minamikase,Kawasaki-shi Saiwai-ku,Kanagawa,64540.0,19.87,0.0,30000.0,2,2003,Shinkawasaki,22,2025-01-20 16:17:51
22501,1K,Apartment,Shiba(1-3-chome),Minato-ku,Tokyo,142150.0,32.95,0.0,132000.0,4,2014,Shibakouen,7,2025-01-20 16:17:51
22502,1DK,Apartment,Taihei,Sumida-ku,Tokyo,192000.0,28.65,0.0,0.0,7,2023,Kinshichou,8,2025-01-20 16:17:51
22503,1K,Apartment,Koryonishimachi,Sakai-shi Sakai-ku,Osaka,52550.0,19.87,0.0,0.0,1,2004,Mikunigaoka,10,2025-01-20 16:17:51
22504,1K,Apartment,Yoshizuka,Fukuoka-shi Hakata-ku,Fukuoka,58550.0,21.73,0.0,26500.0,1,2012,Higashihie,14,2025-01-20 16:17:51
22505,1LDK,Apartment,Nishiikebukuro,Toshima-ku,Tokyo,196000.0,36.04,0.0,0.0,2,2023,Ikebukuro,10,2025-01-20 16:17:51
22507,1K,Apartment,Yoshiimachi yoshii,Takasaki-shi,Gunma,38550.0,23.71,0.0,0.0,1,2003,Yoshii,7,2025-01-20 16:17:51
22508,1K,Apartment,Akasaka,Minato-ku,Tokyo,123000.0,22.26,0.0,0.0,6,2003,Tameike-sanno,5,2025-01-20 16:17:51
22509,1K,Apartment,Kawarabuki,Ageo-shi,Saitama,49550.0,19.87,0.0,0.0,2,2007,Higashiomiya,19,2025-01-20 16:17:51
22510,1K,Apartment,Nishinakajima,Osaka-shi Yodogawa-ku,Osaka,59000.0,19.11,0.0,0.0,2,2017,Minamikata,5,2025-01-20 16:17:51
22511,1K,Apartment,Matsugawa,Naha-shi,Okinawa,52550.0,23.18,0.0,23000.0,2,2011,Asato,11,2025-01-20 16:17:51
22512,3LDK,Apartment,Yotsuya,Shinjuku-ku,Tokyo,248000.0,72.45,466000.0,0.0,11,2001,Yotsuya San Choume,6,2025-01-20 16:17:51
22513,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22514,1K,Apartment,Minaminagareyama,Nagareyama-shi,Chiba,65550.0,20.81,0.0,29000.0,2,2011,Minaminagareyama,7,2025-01-20 16:17:51
22516,2DK,Apartment,Kamisanomachi,Takasaki-shi,Gunma,66550.0,49.68,0.0,62000.0,2,2005,Sanonowatashi,2,2025-01-20 16:17:51
22517,1K,Apartment,Teraodai,Ayase-shi,Kanagawa,63550.0,20.81,0.0,29000.0,3,2009,Kashiwa Dai,10,2025-01-20 16:17:51
22518,1K,Apartment,Kakinokizaka,Meguro-ku,Tokyo,96000.0,22.37,84000.0,84000.0,4,2005,Toritsu-daigaku,11,2025-01-20 16:17:51
22520,1K,Apartment,Kamiikebukuro,Toshima-ku,Tokyo,88000.0,20.35,0.0,0.0,7,2007,Kita Ikebukuro,9,2025-01-20 16:17:51
22521,1K,Apartment,Idomaki,Tsubame-shi,Niigata,42540.0,23.18,0.0,0.0,2,2002,Tsubamesanjou,14,2025-01-20 16:17:51
22522,1K,Apartment,Hasamacho,Funabashi-shi,Chiba,58550.0,28.02,0.0,0.0,2,2011,Hasama,11,2025-01-20 16:17:51
22523,2LDK,Apartment,Miyamatsu,Mizuma-gun Oki-machi,Fukuoka,38000.0,53.08,0.0,0.0,5,1991,Hacchoumuta,22,2025-01-20 16:17:51
22524,1LDK,Apartment,Yamabukicho,Shinjuku-ku,Tokyo,168600.0,42.42,160000.0,160000.0,4,2013,Kagurazaka,10,2025-01-20 16:17:51
22525,1R,Apartment,Shikimidai,Yokohama-shi Asahi-ku,Kanagawa,46160.0,16.56,0.0,0.0,1,2000,Tsurugamine,8,2025-01-20 16:17:51
22526,1K,Apartment,Shinnakazato,Saitama-shi Chuo-ku,Saitama,54550.0,19.87,0.0,0.0,2,2005,Minamiyono,10,2025-01-20 16:17:51
22527,1K,Apartment,Motomachidori,Kobe-shi Chuo-ku,Hyogo,76000.0,25.11,0.0,0.0,3,2007,Motomachi,1,2025-01-20 16:17:51
22528,1R,Apartment,Yamatecho,Suita-shi,Osaka,32000.0,16.2,0.0,0.0,3,1991,Kandai Mae,9,2025-01-20 16:17:51
22529,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22530,1LDK,Apartment,Ebisu,Shibuya-ku,Tokyo,323000.0,49.37,313000.0,0.0,8,2005,Ebisu,1,2025-01-20 16:17:51
22531,1K,Apartment,Chuo,Nakano-ku,Tokyo,90050.0,19.87,0.0,0.0,2,2010,Nakanosakaue,3,2025-01-20 16:17:51
22532,1K,Apartment,Furukawa,Aomori-shi,Aomori,49550.0,20.28,0.0,0.0,2,2005,Aomori,11,2025-01-20 16:17:51
22533,1K,Apartment,Minamiotsuka,Toshima-ku,Tokyo,95500.0,23.01,0.0,0.0,3,2008,Otsuka,7,2025-01-20 16:17:51
22534,1K,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,112000.0,21.21,0.0,102000.0,9,2005,Hatsudai,7,2025-01-20 16:17:51
22535,1R,Apartment,Esakacho,Suita-shi,Osaka,33000.0,18.0,0.0,0.0,4,1985,Kandai Mae,8,2025-01-20 16:17:51
22536,1K,Apartment,Aobadai,Meguro-ku,Tokyo,213000.0,21.08,0.0,0.0,8,2005,Shinsen,7,2025-01-20 16:17:51
22537,1K,Apartment,Nogami,Takarazuka-shi,Hyogo,46550.0,20.37,0.0,20500.0,1,1999,Sakasegawa,12,2025-01-20 16:17:51
22538,1K,Apartment,Tatekawa,Sumida-ku,Tokyo,119000.0,25.8,0.0,0.0,5,2022,Kikukawa,5,2025-01-20 16:17:51
22539,1K,Apartment,Honcho,Kuki-shi,Saitama,53550.0,20.28,0.0,24000.0,2,2000,Kuki,15,2025-01-20 16:17:51
22540,1K,Apartment,Asagayaminami,Suginami-ku,Tokyo,102040.0,32.26,96500.0,144750.0,2,2013,Asagaya,6,2025-01-20 16:17:51
22541,1K,Apartment,Narumicho (sonota),Nagoya-shi Midori-ku,Aichi,53050.0,20.81,0.0,0.0,3,2007,Narumi,15,2025-01-20 16:17:51
22542,1DK,Apartment,Oshiage,Sumida-ku,Tokyo,197400.0,25.5,0.0,0.0,3,2021,Oshiage,3,2025-01-20 16:17:51
22543,1K,Apartment,Nihonzutsumi,Taito-ku,Tokyo,103660.0,25.44,0.0,88000.0,8,2009,Minowa,10,2025-01-20 16:17:51
22544,1K,Apartment,Higashikasai,Edogawa-ku,Tokyo,72050.0,19.87,0.0,33000.0,1,2001,Kasai,14,2025-01-20 16:17:51
22545,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22546,1LDK,Apartment,Hiroo,Shibuya-ku,Tokyo,290000.0,50.41,275000.0,275000.0,11,2006,Ebisu,6,2025-01-20 16:17:51
22548,1LDK,Apartment,Utajima,Osaka-shi Nishiyodogawa-ku,Osaka,75500.0,32.87,72000.0,0.0,3,2016,Tsukamoto,6,2025-01-20 16:17:51
22549,1K,Apartment,Moroka,Fukuoka-shi Hakata-ku,Fukuoka,57550.0,19.87,0.0,50000.0,3,2003,Takeshita,16,2025-01-20 16:17:51
22550,1K,Apartment,Kandasudacho,Chiyoda-ku,Tokyo,104000.0,22.99,0.0,0.0,13,2004,Iwamoto Chou,1,2025-01-20 16:17:51
22552,1K,Apartment,Tokiwa,Saitama-shi Urawa-ku,Saitama,47000.0,15.68,0.0,0.0,1,1987,Kitaurawa,9,2025-01-20 16:17:51
22553,1K,Apartment,Tsunashimadai,Yokohama-shi Kohoku-ku,Kanagawa,79050.0,19.87,0.0,0.0,2,2009,Tsunashima,8,2025-01-20 16:17:51
22554,1K,Apartment,Kajinocho,Koganei-shi,Tokyo,91550.0,36.0,0.0,86000.0,1,2010,Higashikoganei,9,2025-01-20 16:17:51
22555,2LDK,Apartment,Tsugamachi kassemba,Tochigi-shi,Tochigi,54550.0,54.46,0.0,25000.0,2,2011,Kassenba,5,2025-01-20 16:17:51
22556,1K,Apartment,Momodani,Osaka-shi Ikuno-ku,Osaka,59000.0,25.26,0.0,0.0,3,2019,Momodani,10,2025-01-20 16:17:51
22557,1R,Apartment,Higashishimadacho,Okayama-shi Kita-ku,Okayama,71050.0,23.04,0.0,33000.0,1,2015,Okayama,13,2025-01-20 16:17:51
22558,1R,Apartment,Nihombashihamacho,Chuo-ku,Tokyo,128000.0,25.01,113000.0,0.0,7,2022,Hamachou,7,2025-01-20 16:17:51
22560,1K,Apartment,Ebisuhommachi,Osaka-shi Naniwa-ku,Osaka,67000.0,25.11,20000.0,60000.0,9,2013,Daikokucho,3,2025-01-20 16:17:51
22561,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22562,1K,Apartment,Motoasakusa,Taito-ku,Tokyo,109050.0,20.03,0.0,51500.0,4,2017,Tawaramachi,6,2025-01-20 16:17:51
22563,1K,Apartment,Kawai,Kani-shi,Gifu,45050.0,22.35,0.0,19000.0,2,2008,Nihonrainimawatari,18,2025-01-20 16:17:51
22564,1DK,Apartment,Toyosato,Osaka-shi Higashiyodogawa-ku,Osaka,46500.0,26.0,0.0,0.0,2,1985,Daidou Toyosato,12,2025-01-20 16:17:51
22565,1K,Apartment,Oyaguchi,Itabashi-ku,Tokyo,89550.0,24.09,0.0,43000.0,2,2018,Oyama,13,2025-01-20 16:17:51
22566,1K,Apartment,Nakanocho,Osaka-shi Miyakojima-ku,Osaka,63050.0,19.87,0.0,0.0,2,2004,Sakura No Miya,9,2025-01-20 16:17:51
22567,1R,Apartment,Takanawa,Minato-ku,Tokyo,141650.0,25.3,0.0,0.0,6,2012,Shirokane-takanawa,5,2025-01-20 16:17:51
22568,1K,Apartment,Funato,Kashiwa-shi,Chiba,67550.0,26.08,0.0,0.0,3,2010,Kashiwa Ta Naka,10,2025-01-20 16:17:51
22569,1LDK,Apartment,Mita,Minato-ku,Tokyo,235000.0,37.54,0.0,0.0,3,2024,Shirokane-takanawa,7,2025-01-20 16:17:51
22570,1K,Apartment,Shibaura(1-chome),Minato-ku,Tokyo,127000.0,25.48,0.0,112000.0,3,2015,Mita,8,2025-01-20 16:17:51
22571,1K,Apartment,Hamamatsucho,Minato-ku,Tokyo,148000.0,21.45,0.0,0.0,12,2004,Daimon,6,2025-01-20 16:17:51
22572,1K,Apartment,Takadanobaba,Shinjuku-ku,Tokyo,117000.0,30.05,117000.0,0.0,2,2009,Nishiwaseda,3,2025-01-20 16:17:51
22573,1R,Apartment,Shimanochi,Osaka-shi Chuo-ku,Osaka,49000.0,28.0,0.0,0.0,4,1987,Matsuya Machi,4,2025-01-20 16:17:51
22574,1K,Apartment,Omiya,Suginami-ku,Tokyo,90050.0,20.75,0.0,42000.0,1,2015,Nishi Eifuku,6,2025-01-20 16:17:51
22575,1K,Apartment,Kamiikebukuro,Toshima-ku,Tokyo,90000.0,20.35,0.0,0.0,8,2007,Kita Ikebukuro,9,2025-01-20 16:17:51
22576,1LDK,Apartment,Shimochiai,Shinjuku-ku,Tokyo,170000.0,35.73,0.0,0.0,4,2017,Mejiro,4,2025-01-20 16:17:51
22577,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22578,1K,Apartment,Komatsu,Osaka-shi Higashiyodogawa-ku,Osaka,25000.0,16.0,0.0,0.0,4,1987,Kamishinjou,9,2025-01-20 16:17:51
22579,1K,Apartment,Oyata,Adachi-ku,Tokyo,47000.0,19.83,50000.0,0.0,1,1985,Kitaayase,15,2025-01-20 16:17:51
22580,1K,Apartment,Hamamatsucho,Minato-ku,Tokyo,118000.0,26.02,108000.0,108000.0,7,2015,Hamamatsucho,3,2025-01-20 16:17:51
22581,2DK,Apartment,Matsuoka,Fuji-shi,Shizuoka,51550.0,49.68,0.0,0.0,2,2000,Tate Bori,13,2025-01-20 16:17:51
22582,1K,Apartment,Tsukimicho,Toyota-shi,Aichi,56550.0,20.81,0.0,0.0,2,2007,Shintoyota,10,2025-01-20 16:17:51
22583,1K,Apartment,Maebara nishi,Funabashi-shi,Chiba,68550.0,20.81,0.0,30500.0,2,2011,Tsudanuma,10,2025-01-20 16:17:51
22584,1LDK,Apartment,Sakuragaokacho,Shibuya-ku,Tokyo,206000.0,47.64,198000.0,0.0,7,2003,Shibuya,5,2025-01-20 16:17:51
22585,1K,Apartment,Midorigaoka,Meguro-ku,Tokyo,105100.0,31.68,103000.0,103000.0,1,2014,Jiyugaoka,7,2025-01-20 16:17:51
22586,1K,Apartment,Shibamata,Katsushika-ku,Tokyo,75050.0,26.08,0.0,34500.0,1,2018,Shinshibamata,6,2025-01-20 16:17:51
22587,1LDK,Apartment,Aizumicho,Shinjuku-ku,Tokyo,233450.0,50.35,230000.0,230000.0,4,1998,Yotsuya San Choume,3,2025-01-20 16:17:51
22588,1LDK,Apartment,Hanyu,Hanyu-shi,Saitama,58050.0,46.94,0.0,0.0,2,2010,Nishi Hanyu,3,2025-01-20 16:17:51
22589,1K,Apartment,Togoshi,Shinagawa-ku,Tokyo,112500.0,22.22,0.0,97500.0,2,2018,Togoshi Kouen,4,2025-01-20 16:17:51
22590,1K,Apartment,Tohei,Osaka-shi Chuo-ku,Osaka,48000.0,20.0,0.0,0.0,7,1997,Tanimachi Kyu Choume,2,2025-01-20 16:17:51
22591,1K,Apartment,Kanamecho,Toshima-ku,Tokyo,97050.0,20.02,0.0,0.0,1,2015,Senkawa,5,2025-01-20 16:17:51
22592,1R,Apartment,Yamatecho,Suita-shi,Osaka,32000.0,16.2,0.0,0.0,2,1991,Kandai Mae,9,2025-01-20 16:17:51
22593,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22594,1K,Apartment,Sannose,Higashiosaka-shi,Osaka,47550.0,19.87,0.0,0.0,1,2002,Shuntoku Michi,8,2025-01-20 16:17:51
22595,1K,Apartment,Mukojima,Sumida-ku,Tokyo,93660.0,21.3,0.0,78000.0,9,2011,Hikifune,3,2025-01-20 16:17:51
22596,1K,Apartment,Myoden,Ichikawa-shi,Chiba,68550.0,20.37,0.0,63000.0,1,1999,Myouden,7,2025-01-20 16:17:51
22597,1LDK,Apartment,Haraichi,Ageo-shi,Saitama,63050.0,46.94,0.0,29000.0,2,2009,Haraichi,6,2025-01-20 16:17:51
22598,1LDK,Apartment,Tsukuda,Osaka-shi Nishiyodogawa-ku,Osaka,71825.0,32.6,0.0,0.0,1,2018,Chibune,7,2025-01-20 16:17:51
22599,1K,Apartment,Shinyoshidahigashi,Yokohama-shi Kohoku-ku,Kanagawa,65050.0,19.87,0.0,29500.0,1,2005,Tsunashima,13,2025-01-20 16:17:51
22600,2LDK,Apartment,Tenjinnomori,Osaka-shi Nishinari-ku,Osaka,81000.0,62.08,0.0,0.0,1,1986,Kishinosato Tamade,2,2025-01-20 16:17:51
22601,1LDK,Apartment,Kawadacho,Shinjuku-ku,Tokyo,387400.0,73.15,0.0,376400.0,38,2003,Akebonobashi,4,2025-01-20 16:17:51
22602,1K,Apartment,Ebie,Osaka-shi Fukushima-ku,Osaka,60000.0,24.0,0.0,0.0,6,1998,Ebie,1,2025-01-20 16:17:51
22603,2DK,Apartment,Nogawa,Wakayama-shi,Wakayama,49550.0,40.26,0.0,0.0,2,2010,Musota,13,2025-01-20 16:17:51
22604,1K,Apartment,Ukitacho,Edogawa-ku,Tokyo,80050.0,23.27,0.0,37250.0,1,2011,Funabori,14,2025-01-20 16:17:51
22605,3LDK,Apartment,Umezato,Suginami-ku,Tokyo,130000.0,57.12,130000.0,0.0,4,1980,Shin Koenji,7,2025-01-20 16:17:51
22606,1K,Apartment,Senshu jokamachi,Akita-shi,Akita,44550.0,19.87,0.0,20000.0,2,2004,Akita,11,2025-01-20 16:17:51
22607,1LDK,Apartment,Taishido,Setagaya-ku,Tokyo,100000.0,33.4,100000.0,100000.0,1,1992,Nishitaishidou,5,2025-01-20 16:17:51
22608,1R,Apartment,Awaji,Osaka-shi Higashiyodogawa-ku,Osaka,31928.0,16.25,0.0,0.0,3,1990,Awaji,6,2025-01-20 16:17:51
22609,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22610,1K,Apartment,Higashinakamoto,Osaka-shi Higashinari-ku,Osaka,62000.0,22.1,0.0,0.0,1,2017,Midoribashi,4,2025-01-20 16:17:51
22611,1LDK,Apartment,Nihombashihoridomecho,Chuo-ku,Tokyo,285000.0,46.8,270000.0,0.0,10,2023,Ningyouchou,2,2025-01-20 16:17:51
22612,1K,Apartment,Oyata,Adachi-ku,Tokyo,46000.0,19.83,50000.0,0.0,2,1986,Kitaayase,13,2025-01-20 16:17:51
22613,1K,Apartment,Higashikusatsu,Kusatsu-shi,Shiga,57050.0,20.81,0.0,0.0,2,2010,Kusatsu,20,2025-01-20 16:17:51
22615,1K,Apartment,Kitashinjuku,Shinjuku-ku,Tokyo,86050.0,19.32,0.0,0.0,2,2009,Okubo,10,2025-01-20 16:17:51
22616,1K,Apartment,Nishitsutsumi nishi,Higashiosaka-shi,Osaka,57550.0,19.87,0.0,26000.0,2,2004,Takaida,6,2025-01-20 16:17:51
22617,1LDK,Apartment,Nihombashihakozakicho,Chuo-ku,Tokyo,202000.0,40.06,192000.0,192000.0,11,2020,Suitengumae,6,2025-01-20 16:17:51
22618,1K,Apartment,Yoyogi,Shibuya-ku,Tokyo,120000.0,20.27,0.0,0.0,1,2023,Minami Shinjuku,7,2025-01-20 16:17:51
22619,1K,Apartment,Ishiwara,Sumida-ku,Tokyo,120000.0,25.5,0.0,0.0,3,2020,Ryogoku,6,2025-01-20 16:17:51
22620,1K,Apartment,Okubo,Shinjuku-ku,Tokyo,89000.0,22.9,0.0,0.0,3,1989,Shinokubo,6,2025-01-20 16:17:51
22621,1K,Apartment,Shimizu,Suginami-ku,Tokyo,99050.0,26.56,0.0,46500.0,2,2019,Ogikubo,10,2025-01-20 16:17:51
22622,1K,Apartment,Kyonancho,Musashino-shi,Tokyo,90000.0,18.0,0.0,0.0,2,1988,Musashisakai,11,2025-01-20 16:17:51
22623,1K,Apartment,Higashigotanda,Shinagawa-ku,Tokyo,116650.0,22.83,0.0,0.0,2,2005,Takanawadai,5,2025-01-20 16:17:51
22624,1K,Apartment,Yoyogi,Shibuya-ku,Tokyo,116050.0,22.54,0.0,0.0,2,2019,Sangubashi,6,2025-01-20 16:17:51
22625,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22626,1K,Apartment,Karasugatsuji,Osaka-shi Tennoji-ku,Osaka,51000.0,18.0,0.0,0.0,5,1991,Momodani,1,2025-01-20 16:17:51
22627,1K,Apartment,Kamiishiwara,Chofu-shi,Tokyo,74550.0,20.29,0.0,34500.0,2,2019,Nishi Choufu,7,2025-01-20 16:17:51
22628,1R,Apartment,Hanegi,Setagaya-ku,Tokyo,125630.0,14.46,0.0,0.0,1,2016,Shindaita,2,2025-01-20 16:17:51
22629,1DK,Apartment,Chitose,Sumida-ku,Tokyo,122000.0,25.53,0.0,0.0,8,2022,Morishita,5,2025-01-20 16:17:51
22630,1LDK,Apartment,Higashiterayamacho,Seto-shi,Aichi,62550.0,40.95,0.0,0.0,1,2010,Mizuno,15,2025-01-20 16:17:51
22631,1LDK,Apartment,Watarida shincho,Kawasaki-shi Kawasaki-ku,Kanagawa,121050.0,38.62,0.0,115000.0,3,2017,Kawasakishinmachi,5,2025-01-20 16:17:51
22632,1K,Apartment,Sanno,Ota-ku,Tokyo,103050.0,25.49,0.0,48500.0,2,2019,Omori,11,2025-01-20 16:17:51
22633,1K,Apartment,Mozumemachi,Sakai-shi Kita-ku,Osaka,55050.0,19.87,0.0,0.0,3,2002,Naka Mo Zu,14,2025-01-20 16:17:51
22634,1K,Apartment,Nishisakuragawa,Sakuragawa-shi,Ibaraki,55050.0,23.61,0.0,0.0,1,2009,Iwase,10,2025-01-20 16:17:51
22635,1K,Apartment,Takamatsu,Nerima-ku,Tokyo,64050.0,19.87,0.0,29000.0,1,2005,Hikarigaoka,13,2025-01-20 16:17:51
22636,1K,Apartment,Higashikasai,Edogawa-ku,Tokyo,94050.0,20.86,0.0,88000.0,2,2009,Kasai,10,2025-01-20 16:17:51
22637,1K,Apartment,Kunimi,Sendai-shi Aoba-ku,Miyagi,44050.0,20.81,0.0,0.0,3,2010,Touhokufukushidai Mae,2,2025-01-20 16:17:51
22639,1R,Apartment,Nakanocho,Osaka-shi Miyakojima-ku,Osaka,40000.0,13.7,0.0,0.0,5,2003,Kyoubashi,8,2025-01-20 16:17:51
22640,2LDK,Apartment,Kodomaenocho,Kyoto-shi Kamigyo-ku,Kyoto,88330.0,59.13,0.0,0.0,5,2006,Nijou,15,2025-01-20 16:17:51
22641,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22643,1K,Apartment,Shikitsunishi,Osaka-shi Naniwa-ku,Osaka,58880.0,23.6,0.0,0.0,2,2003,Daikokucho,1,2025-01-20 16:17:51
22644,1K,Apartment,Minamicho,Itabashi-ku,Tokyo,93540.0,24.22,0.0,44000.0,2,2013,Oyama,11,2025-01-20 16:17:51
22645,1K,Apartment,Minamioi,Shinagawa-ku,Tokyo,104000.0,20.69,0.0,94000.0,7,2005,Omorikaigan,3,2025-01-20 16:17:51
22646,1K,Apartment,Takamatsu,Toshima-ku,Tokyo,93050.0,21.11,0.0,0.0,1,2017,Kanamechou,8,2025-01-20 16:17:51
22647,2DK,Apartment,Shinimazato,Osaka-shi Ikuno-ku,Osaka,77000.0,47.0,0.0,0.0,3,1987,Imasato,2,2025-01-20 16:17:51
22648,1LDK,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,201920.0,45.6,192000.0,192000.0,5,2009,Nishishinjuku Go Choume,5,2025-01-20 16:17:51
22649,1K,Apartment,Mutsura,Yokohama-shi Kanazawa-ku,Kanagawa,75050.0,26.14,0.0,34500.0,2,2013,Kanazawahakkei,8,2025-01-20 16:17:51
22650,1DK,Apartment,Toyosato,Osaka-shi Higashiyodogawa-ku,Osaka,46000.0,26.0,0.0,0.0,3,1985,Daidou Toyosato,12,2025-01-20 16:17:51
22651,1K,Apartment,Ishie,Aomori-shi,Aomori,40550.0,23.72,0.0,0.0,1,2006,Shin Aomori,5,2025-01-20 16:17:51
22652,1K,Apartment,Minaminagasaki,Toshima-ku,Tokyo,88550.0,19.87,0.0,41500.0,2,2007,Shiina Machi,6,2025-01-20 16:17:51
22653,1K,Apartment,Takanodai,Nerima-ku,Tokyo,86050.0,19.87,0.0,39250.0,2,2009,Nerima Takanodai,11,2025-01-20 16:17:51
22654,1LDK,Apartment,Tamakushicho higashi,Higashiosaka-shi,Osaka,61825.0,32.64,0.0,0.0,2,2018,Higashihanazono,10,2025-01-20 16:17:51
22655,2DK,Apartment,Kaminaka,Kashiba-shi,Nara,49050.0,49.68,0.0,22000.0,2,2005,Sekiya,16,2025-01-20 16:17:51
22656,1R,Apartment,Nishi,Naha-shi,Okinawa,55173.0,26.75,0.0,0.0,4,2004,Asahibashi,6,2025-01-20 16:17:51
22657,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
22658,1K,Apartment,Ikunonishi,Osaka-shi Ikuno-ku,Osaka,57825.0,23.38,0.0,0.0,2,2018,Teradachou,8,2025-01-20 16:17:51
22659,1K,Apartment,Ichibancho,Kyoto-shi Kamigyo-ku,Kyoto,63000.0,26.75,0.0,0.0,2,1977,Kitano Hakubaicho,14,2025-01-20 16:17:51
22660,1K,Apartment,Honcho,Koganei-shi,Tokyo,80050.0,20.64,0.0,0.0,2,2013,Musashikoganei,5,2025-01-20 16:17:51
22661,1K,Apartment,Oshiage,Sumida-ku,Tokyo,97550.0,21.33,0.0,46000.0,3,2015,Tokyo Skytree,3,2025-01-20 16:17:51
22662,1K,Apartment,Kawaracho,Kumagaya-shi,Saitama,56050.0,20.37,0.0,0.0,2,1999,Kamikumagaya,10,2025-01-20 16:17:51
22663,1DK,Apartment,Mori,Koto-ku,Tokyo,130000.0,26.84,0.0,0.0,3,2021,Sumiyoshi,6,2025-01-20 16:17:51
22664,1K,Apartment,Shinanomachi,Shinjuku-ku,Tokyo,129500.0,21.59,0.0,118500.0,2,2004,Shinanomachi,5,2025-01-20 16:17:51
22665,2LDK,Apartment,Kaigan(1.2-chome),Minato-ku,Tokyo,368220.0,89.22,357000.0,714000.0,34,2004,Hamamatsucho,4,2025-01-20 16:17:51
22666,1K,Apartment,Ogi,Adachi-ku,Tokyo,67050.0,23.61,0.0,0.0,1,2007,Ougi Ohashi,6,2025-01-20 16:17:51
