id,room_type,category,street,city,prefecture,cost,size,deposit,key_money,floor,year,station,minute,created_at
7390,1R,Apartment,Kizuki,Kawasaki-shi Nakahara-ku,Kanagawa,66000.0,18.36,0.0,0.0,1,1990,Moto Sumiyoshi,5,2025-01-20 16:17:51
7391,1K,Apartment,Kodai,Kawasaki-shi Miyamae-ku,Kanagawa,72000.0,17.95,68000.0,0.0,4,1994,Miyamaedaira,5,2025-01-20 16:17:51
7392,1K,Apartment,Kichijoji honcho,Musashino-shi,Tokyo,102074.0,20.67,0.0,96000.0,2,2014,Kichijouji,9,2025-01-20 16:17:51
7393,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7394,1K,Apartment,Arima,Kawasaki-shi Miyamae-ku,Kanagawa,94500.0,22.49,0.0,0.0,1,2021,Saginuma,8,2025-01-20 16:17:51
7395,1DK,Apartment,Otoriminamimachi,Sakai-shi Nishi-ku,Osaka,77100.0,25.92,0.0,0.0,8,2024,Otori,6,2025-01-20 16:17:51
7397,1DK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,117000.0,30.47,108000.0,0.0,1,1983,Nishiwaseda,7,2025-01-20 16:17:51
7398,2LDK,Apartment,Roppongi,Minato-ku,Tokyo,284000.0,59.75,0.0,0.0,1,2003,Roppongi-itchome,2,2025-01-20 16:17:51
7399,1R,Apartment,Horinochimachi,Kawasaki-shi Kawasaki-ku,Kanagawa,61000.0,16.9,0.0,0.0,11,1990,Keikyukawasaki,7,2025-01-20 16:17:51
7400,1K,Apartment,Maenocho,Itabashi-ku,Tokyo,66550.0,19.87,0.0,0.0,3,2009,Tokiwadai,12,2025-01-20 16:17:51
7401,1R,Apartment,Horinochi,Suginami-ku,Tokyo,85150.0,22.0,0.0,0.0,8,1987,Hounanchou,4,2025-01-20 16:17:51
7402,1K,Apartment,Nakajima,Hamamatsu-shi Naka-ku,Shizuoka,42574.0,19.87,0.0,0.0,2,2009,Hamamatsu,13,2025-01-20 16:17:51
7403,1R,Apartment,Horikiri,Katsushika-ku,Tokyo,62000.0,20.53,0.0,0.0,2,2016,Horikirishobuen,5,2025-01-20 16:17:51
7404,1K,Apartment,Yayoicho,Itabashi-ku,Tokyo,101000.0,26.59,0.0,0.0,10,2008,Nakaitabashi,6,2025-01-20 16:17:51
7405,1DK,Apartment,Seijo,Setagaya-ku,Tokyo,60000.0,27.0,0.0,0.0,2,1964,Soshigaya Okura,15,2025-01-20 16:17:51
7406,1LDK,Apartment,Sumida,Sumida-ku,Tokyo,109080.0,31.46,0.0,103000.0,1,2024,Yahiro,5,2025-01-20 16:17:51
7407,3LDK,Apartment,Hasamacho,Funabashi-shi,Chiba,127000.0,64.62,0.0,0.0,7,1979,Maebara,8,2025-01-20 16:17:51
7408,1R,Apartment,Honcho,Nakano-ku,Tokyo,119500.0,27.0,107000.0,0.0,3,1991,Nakanofujimichou,2,2025-01-20 16:17:51
7409,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7410,2SDK,Apartment,Umeda,Adachi-ku,Tokyo,88000.0,44.28,80000.0,0.0,1,1977,Umejima,5,2025-01-20 16:17:51
7411,1R,Apartment,Shinjuku,Shinjuku-ku,Tokyo,262000.0,43.07,524000.0,0.0,6,2011,Higashi-Shinjuku,3,2025-01-20 16:17:51
7412,1R,Apartment,Kamiya,Kita-ku,Tokyo,60000.0,17.8,57000.0,0.0,1,2002,Ouji Kamiya,16,2025-01-20 16:17:51
7413,1DK,Apartment,Takadanobaba,Shinjuku-ku,Tokyo,106500.0,33.33,102000.0,102000.0,1,1989,Takadanobaba,5,2025-01-20 16:17:51
7414,1K,Apartment,Minamisenju,Arakawa-ku,Tokyo,106000.0,25.37,0.0,0.0,4,2018,Minamisenju,6,2025-01-20 16:17:51
7415,1K,Apartment,Ohara,Setagaya-ku,Tokyo,60500.0,18.5,0.0,0.0,1,1975,Daitabashi,7,2025-01-20 16:17:51
7416,2LDK,Apartment,Hyakunincho,Shinjuku-ku,Tokyo,320000.0,60.76,302000.0,0.0,1,2024,Okubo,6,2025-01-20 16:17:51
7417,2LDK,Apartment,Higashiazabu,Minato-ku,Tokyo,299000.0,50.52,279000.0,0.0,4,2020,Azabu-juban,1,2025-01-20 16:17:51
7418,1DK,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,144000.0,30.09,136000.0,136000.0,10,2006,Ikebukuro,8,2025-01-20 16:17:51
7419,1K,Apartment,Taishido,Setagaya-ku,Tokyo,142000.0,27.95,132000.0,0.0,3,2012,Sangenjaya,6,2025-01-20 16:17:51
7420,1K,Apartment,Fukuine takaharacho,Kyoto-shi Higashiyama-ku,Kyoto,67074.0,19.87,0.0,59000.0,4,2008,Toba Kaidou,3,2025-01-20 16:17:51
7421,1K,Apartment,Sekiyacho,Toyohashi-shi,Aichi,39550.0,22.35,0.0,0.0,2,2010,Shiyakushomae,17,2025-01-20 16:17:51
7422,1K,Apartment,Nishitsuruma,Yamato-shi,Kanagawa,55050.0,19.87,0.0,0.0,1,2008,Tsuruma,18,2025-01-20 16:17:51
7423,1K,Apartment,Horinochicho,Saitama-shi Omiya-ku,Saitama,71550.0,21.11,0.0,0.0,1,2018,Omiya,16,2025-01-20 16:17:51
7424,1R,Apartment,Higashiyama,Meguro-ku,Tokyo,81000.0,19.75,0.0,0.0,4,1982,Ikejiriohashi,1,2025-01-20 16:17:51
7425,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7426,1K,Apartment,Ryusen,Taito-ku,Tokyo,124000.0,26.68,0.0,0.0,8,2024,Minowa,3,2025-01-20 16:17:51
7427,1K,Apartment,Shimoigusa,Suginami-ku,Tokyo,53000.0,17.0,0.0,0.0,1,1990,Saginomiya,12,2025-01-20 16:17:51
7428,1K,Apartment,Fuda,Chofu-shi,Tokyo,77550.0,20.91,0.0,0.0,2,1986,Fuda,4,2025-01-20 16:17:51
7429,2LDK,Apartment,Kitamachi,Nerima-ku,Tokyo,217000.0,57.4,207000.0,0.0,7,1991,Tōbu-nerima,5,2025-01-20 16:17:51
7430,1R,Apartment,Kakinokizaka,Meguro-ku,Tokyo,131000.0,28.48,119000.0,0.0,2,2007,Gakugei Daigaku,13,2025-01-20 16:17:51
7431,1K,Apartment,Iko,Adachi-ku,Tokyo,67574.0,19.87,0.0,59000.0,2,2003,Take No Tsuka,10,2025-01-20 16:17:51
7432,1LDK,Apartment,Wada,Suginami-ku,Tokyo,142000.0,28.4,132000.0,132000.0,2,2024,Higashi Koenji,9,2025-01-20 16:17:51
7433,1K,Apartment,Naka,Kunitachi-shi,Tokyo,74550.0,21.65,0.0,0.0,1,2009,Kunitachi,6,2025-01-20 16:17:51
7434,1K,Apartment,Kinuta,Setagaya-ku,Tokyo,68000.0,21.39,0.0,0.0,2,1990,Soshigaya Okura,8,2025-01-20 16:17:51
7436,3LDK,Apartment,Motoasakusa,Taito-ku,Tokyo,330110.0,54.45,310000.0,0.0,14,2024,Shin Okachimachi,3,2025-01-20 16:17:51
7437,2LDK,Apartment,Shimomeguro,Meguro-ku,Tokyo,570000.0,103.64,570000.0,570000.0,16,2008,Meguro,5,2025-01-20 16:17:51
7438,1K,Apartment,Kitashinjuku,Shinjuku-ku,Tokyo,64000.0,17.82,60000.0,0.0,3,1973,Nishi-shinjuku,8,2025-01-20 16:17:51
7439,1LDK,Apartment,Midori,Sumida-ku,Tokyo,199000.0,40.21,184000.0,184000.0,7,2018,Kinshichou,8,2025-01-20 16:17:51
7440,1K,Apartment,Funamachi,Shinjuku-ku,Tokyo,145000.0,25.35,0.0,0.0,8,2019,Yotsuya San Choume,2,2025-01-20 16:17:51
7441,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7442,1K,Apartment,Shirokane,Minato-ku,Tokyo,78000.0,24.15,0.0,0.0,2,1973,Shirokane-takanawa,7,2025-01-20 16:17:51
7443,1K,Apartment,Makuharicho,Chiba-shi Hanamigawa-ku,Chiba,68000.0,23.71,0.0,0.0,1,2003,Makuhari,2,2025-01-20 16:17:51
7444,1DK,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,158550.0,40.07,0.0,0.0,5,2018,Kita Ikebukuro,9,2025-01-20 16:17:51
7445,1K,Apartment,Shikoda,Kashiwa-shi,Chiba,51550.0,19.87,0.0,0.0,2,2008,Toyoshiki,10,2025-01-20 16:17:51
7446,2LDK,Apartment,Shinogawamachi,Shinjuku-ku,Tokyo,324000.0,52.16,309000.0,309000.0,13,2019,Iidabashi,3,2025-01-20 16:17:51
7447,1K,Apartment,Hikawacho,Toda-shi,Saitama,62050.0,19.87,0.0,0.0,1,2007,Todakouen,2,2025-01-20 16:17:51
7448,2LDK,Apartment,Ebisu,Shibuya-ku,Tokyo,355000.0,54.41,340000.0,0.0,5,2018,Ebisu,10,2025-01-20 16:17:51
7449,1K,Apartment,Sakashita,Itabashi-ku,Tokyo,95000.0,21.39,0.0,0.0,1,2024,Hasune,7,2025-01-20 16:17:51
7450,1K,Apartment,Toneri,Adachi-ku,Tokyo,61574.0,19.87,0.0,55000.0,1,2004,Minuma Dai Shinsui Kouen,5,2025-01-20 16:17:51
7451,1DK,Apartment,Nishitsuga,Chiba-shi Wakaba-ku,Chiba,48550.0,37.68,44000.0,0.0,1,1987,Tsuga,9,2025-01-20 16:17:51
7452,1K,Apartment,Minamisenju,Arakawa-ku,Tokyo,80330.0,16.27,0.0,0.0,2,2020,Minamisenju,3,2025-01-20 16:17:51
7453,1K,Apartment,Omorihigashi,Ota-ku,Tokyo,83550.0,20.28,0.0,0.0,1,2008,Omorimachi,10,2025-01-20 16:17:51
7454,1K,Apartment,Shimomaruko,Ota-ku,Tokyo,91550.0,19.87,0.0,0.0,2,2009,Shimomaruko,5,2025-01-20 16:17:51
7455,1K,Apartment,Okino,Adachi-ku,Tokyo,55550.0,19.87,0.0,0.0,1,2006,Kouya,16,2025-01-20 16:17:51
7456,1K,Apartment,Nakamarucho,Itabashi-ku,Tokyo,64000.0,21.2,0.0,0.0,3,1989,Oyama,8,2025-01-20 16:17:51
7457,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7458,1DK,Apartment,Tamagawa,Chofu-shi,Tokyo,65000.0,26.2,0.0,0.0,2,1990,Keioutamagawa,3,2025-01-20 16:17:51
7459,1DK,Apartment,Nakamurakita,Nerima-ku,Tokyo,91540.0,39.59,0.0,0.0,4,1989,Nerima,11,2025-01-20 16:17:51
7460,1R,Apartment,Minamioi,Shinagawa-ku,Tokyo,70000.0,21.78,0.0,0.0,5,1992,Omorikaigan,5,2025-01-20 16:17:51
7461,2LDK,Apartment,Shinonome,Koto-ku,Tokyo,245000.0,80.08,230000.0,230000.0,5,2003,Shinonome,7,2025-01-20 16:17:51
7462,1LDK,Apartment,Hakusan(2-5-chome),Bunkyo-ku,Tokyo,189330.0,40.25,0.0,0.0,3,2020,Hakusan,6,2025-01-20 16:17:51
7463,1K,Apartment,Kitanocho,Kobe-shi Chuo-ku,Hyogo,72074.0,19.87,0.0,66000.0,2,2002,Shinkoube,9,2025-01-20 16:17:51
7464,1K,Apartment,Minamishincho,Hachioji-shi,Tokyo,49550.0,15.84,0.0,0.0,2,1989,Hachioji,15,2025-01-20 16:17:51
7465,1R,Apartment,Honcho,Funabashi-shi,Chiba,93574.0,26.96,0.0,86000.0,6,2015,Keiseifunabashi,5,2025-01-20 16:17:51
7466,1R,Apartment,Nakamuraminami,Nerima-ku,Tokyo,87550.0,27.94,0.0,0.0,1,2017,Toritsu Kasei,8,2025-01-20 16:17:51
7467,1K,Apartment,Shiotamachi,Hekinan-shi,Aichi,45550.0,22.35,0.0,0.0,1,2007,Hekinan,10,2025-01-20 16:17:51
7468,1K,Apartment,Tatsumikita,Osaka-shi Ikuno-ku,Osaka,43550.0,19.87,0.0,0.0,1,2005,Kitatatsumi,9,2025-01-20 16:17:51
7469,1DK,Apartment,Ryusen,Taito-ku,Tokyo,130000.0,27.37,0.0,0.0,8,2022,Minowa,7,2025-01-20 16:17:51
7470,1SLDK,Apartment,Hyakunincho,Shinjuku-ku,Tokyo,250000.0,44.54,232000.0,0.0,2,2024,Okubo,6,2025-01-20 16:17:51
7471,1K,Apartment,Taishido,Setagaya-ku,Tokyo,67000.0,21.52,65000.0,0.0,1,1992,Sangenjaya,9,2025-01-20 16:17:51
7472,1K,Apartment,Senzoku,Taito-ku,Tokyo,86100.0,24.37,0.0,0.0,5,2012,Iriya,8,2025-01-20 16:17:51
7473,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7474,1R,Apartment,Kakinokizaka,Meguro-ku,Tokyo,123000.0,24.8,111000.0,0.0,6,2007,Gakugei Daigaku,10,2025-01-20 16:17:51
7475,1R,Apartment,Osone,Yokohama-shi Kohoku-ku,Kanagawa,58500.0,12.37,0.0,0.0,1,2018,Tsunashima,9,2025-01-20 16:17:51
7476,1K,Apartment,Torigoe,Yokohama-shi Kanagawa-ku,Kanagawa,53000.0,22.02,0.0,0.0,1,1985,Higashikanagawa,9,2025-01-20 16:17:51
7477,1R,Apartment,Minamisenju,Arakawa-ku,Tokyo,113000.0,27.49,0.0,0.0,3,2021,Minowabashi,5,2025-01-20 16:17:51
7478,1R,Apartment,Nogata,Nakano-ku,Tokyo,47540.0,11.83,0.0,0.0,1,1987,Nogata,10,2025-01-20 16:17:51
7479,1K,Apartment,Nishikoigakubo,Kokubunji-shi,Tokyo,56000.0,23.14,54000.0,0.0,1,1994,Nishi Kokubunji,5,2025-01-20 16:17:51
7480,1K,Apartment,Noge,Setagaya-ku,Tokyo,56000.0,16.39,0.0,53000.0,4,1991,Kaminoge,10,2025-01-20 16:17:51
7481,1LDK,Apartment,Tateishi,Katsushika-ku,Tokyo,100000.0,54.11,100000.0,0.0,1,1995,Ohanajaya,10,2025-01-20 16:17:51
7482,2LDK,Apartment,Roppongi,Minato-ku,Tokyo,460000.0,61.17,460000.0,460000.0,13,2011,Roppongi,4,2025-01-20 16:17:51
7483,1R,Apartment,Tsurumaki,Setagaya-ku,Tokyo,70200.0,19.25,0.0,0.0,3,1992,Sakurashinmachi,8,2025-01-20 16:17:51
7484,1K,Apartment,Iko,Adachi-ku,Tokyo,80550.0,27.34,0.0,0.0,2,2016,Take No Tsuka,14,2025-01-20 16:17:51
7485,2DK,Apartment,Shinjuku,Shinjuku-ku,Tokyo,127000.0,41.65,0.0,0.0,3,1989,Higashi-Shinjuku,8,2025-01-20 16:17:51
7486,1R,Apartment,Daishi ekimae,Kawasaki-shi Kawasaki-ku,Kanagawa,61000.0,18.64,0.0,0.0,2,2015,Kawasakidaishi,4,2025-01-20 16:17:51
7487,1LDK,Apartment,Tengachayahigashi,Osaka-shi Nishinari-ku,Osaka,89100.0,35.56,0.0,0.0,1,2024,Abeno,10,2025-01-20 16:17:51
7488,2DK,Apartment,Amborimachi,Isesaki-shi,Gunma,50074.0,49.68,0.0,45000.0,2,2000,Isesaki,21,2025-01-20 16:17:51
7489,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7490,1K,Apartment,Takaki,Fukuoka-shi Minami-ku,Fukuoka,67074.0,19.87,0.0,59000.0,2,2008,Takeshita,12,2025-01-20 16:17:51
7491,1LDK,Apartment,Nishiazabu,Minato-ku,Tokyo,360000.0,44.02,0.0,0.0,3,2024,Hiroo,7,2025-01-20 16:17:51
7492,1K,Apartment,Hasune,Itabashi-ku,Tokyo,88574.0,19.87,0.0,0.0,2,2008,Hasune,2,2025-01-20 16:17:51
7493,1LDK,Apartment,Kamiosaki,Shinagawa-ku,Tokyo,270000.0,59.06,260000.0,260000.0,7,2002,Meguro,2,2025-01-20 16:17:51
7494,1LDK,Apartment,Nakane,Meguro-ku,Tokyo,180000.0,33.17,170000.0,170000.0,11,2019,Toritsu-daigaku,4,2025-01-20 16:17:51
7496,1K,Apartment,Ikebukurohoncho,Toshima-ku,Tokyo,57000.0,16.92,0.0,0.0,2,1990,Shimoitabashi,8,2025-01-20 16:17:51
7497,1K,Apartment,Sakura,Setagaya-ku,Tokyo,51000.0,16.44,0.0,0.0,1,1990,Kyoudou,12,2025-01-20 16:17:51
7498,1LDK,Apartment,Ichigayanakanocho,Shinjuku-ku,Tokyo,220000.0,44.1,210000.0,210000.0,2,2006,Akebonobashi,3,2025-01-20 16:17:51
7499,1K,Apartment,Owada,Osaka-shi Nishiyodogawa-ku,Osaka,60550.0,19.87,0.0,0.0,1,2009,Chibune,9,2025-01-20 16:17:51
7500,1LDK,Apartment,Kamiishiwara,Chofu-shi,Tokyo,96000.0,36.19,0.0,90000.0,3,2015,Nishi Choufu,16,2025-01-20 16:17:51
7501,1DK,Apartment,Hommachi,Shibuya-ku,Tokyo,146000.0,39.07,140000.0,140000.0,5,2006,Nishishinjuku Go Choume,3,2025-01-20 16:17:51
7502,1K,Apartment,Yamatocho,Nakano-ku,Tokyo,69000.0,24.0,63000.0,0.0,3,1990,Koenji,10,2025-01-20 16:17:51
7503,1K,Apartment,Tomigaya,Shibuya-ku,Tokyo,103000.0,21.17,0.0,95000.0,8,2003,Yoyogi-koen,3,2025-01-20 16:17:51
7504,1LDK,Apartment,Shimomeguro,Meguro-ku,Tokyo,209000.0,35.55,0.0,0.0,3,2002,Meguro,4,2025-01-20 16:17:51
7505,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7506,1K,Apartment,Wada,Suginami-ku,Tokyo,79600.0,20.35,0.0,70000.0,4,2008,Nakanofujimichou,5,2025-01-20 16:17:51
7507,2DK,Apartment,Nakacho,Musashino-shi,Tokyo,86000.0,28.0,80000.0,80000.0,1,1989,Mitaka,5,2025-01-20 16:17:51
7508,1LDK,Apartment,Shinjuku,Shinjuku-ku,Tokyo,125000.0,37.49,0.0,0.0,8,1973,Shinjuku Gyoen Mae,4,2025-01-20 16:17:51
7509,1R,Apartment,Ikejiri,Setagaya-ku,Tokyo,120000.0,21.59,0.0,0.0,1,2017,Komaba Toudai Mae,9,2025-01-20 16:17:51
7510,1LDK,Apartment,Shimura,Itabashi-ku,Tokyo,126500.0,42.13,0.0,0.0,2,2024,Shimura-sakaue,5,2025-01-20 16:17:51
7511,1K,Apartment,Aokicho,Takahama-shi,Aichi,55550.0,31.05,0.0,0.0,2,2009,Mikawa Takahama,11,2025-01-20 16:17:51
7512,1DK,Apartment,Arakicho,Shinjuku-ku,Tokyo,115000.0,45.0,230000.0,0.0,2,1984,Akebonobashi,3,2025-01-20 16:17:51
7513,1K,Apartment,Kuzumichuo,Narita-shi,Chiba,58050.0,30.84,0.0,0.0,1,2010,Kusumi,7,2025-01-20 16:17:51
7514,1K,Apartment,Shimizucho,Itabashi-ku,Tokyo,98000.0,26.46,0.0,0.0,10,2013,Itabashi Honchou,2,2025-01-20 16:17:51
7515,1K,Apartment,Ikeda,Kawasaki-shi Kawasaki-ku,Kanagawa,89000.0,20.94,0.0,0.0,4,2020,Hacchounawate,5,2025-01-20 16:17:51
7516,1LDK,Apartment,Mita,Minato-ku,Tokyo,219170.0,40.54,207000.0,0.0,3,2007,Shirokane-takanawa,5,2025-01-20 16:17:51
7517,1K,Apartment,Kisshohainoborinishimachi,Kyoto-shi Minami-ku,Kyoto,69074.0,19.87,0.0,61000.0,2,2008,Nishioji,17,2025-01-20 16:17:51
7518,1K,Apartment,Yutakacho,Shinagawa-ku,Tokyo,118000.0,25.9,106000.0,0.0,3,2024,Shimoshinmei,6,2025-01-20 16:17:51
7519,2LDK,Apartment,Shinden,Adachi-ku,Tokyo,187000.0,56.15,0.0,0.0,9,2024,Ouji Kamiya,14,2025-01-20 16:17:51
7520,1K,Apartment,Hiroo,Shibuya-ku,Tokyo,131000.0,21.45,123000.0,0.0,8,2005,Hiroo,8,2025-01-20 16:17:51
7521,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7522,1K,Apartment,Nishinarashino,Funabashi-shi,Chiba,54550.0,19.87,0.0,0.0,1,2008,Takanekido,5,2025-01-20 16:17:51
7523,1K,Apartment,Futamatagawa,Yokohama-shi Asahi-ku,Kanagawa,56050.0,19.87,0.0,0.0,2,1998,Futamatagawa,10,2025-01-20 16:17:51
7524,1K,Apartment,Akatsuka,Itabashi-ku,Tokyo,50000.0,18.0,48000.0,0.0,1,1991,Shimo Akatsuka,22,2025-01-20 16:17:51
7525,1K,Apartment,Minamicho,Fuchu-shi,Tokyo,57550.0,20.55,0.0,0.0,2,2009,Fuchuhonmachi,16,2025-01-20 16:17:51
7526,1LDK,Apartment,Shimomeguro,Meguro-ku,Tokyo,262000.0,49.23,262000.0,262000.0,6,2008,Meguro,5,2025-01-20 16:17:51
7527,1LDK,Apartment,Shibuya,Shibuya-ku,Tokyo,230000.0,35.6,223000.0,223000.0,4,2025,Shibuya,8,2025-01-20 16:17:51
7528,1R,Apartment,Nihombashikoamicho,Chuo-ku,Tokyo,106000.0,25.88,94000.0,0.0,6,1983,Ningyouchou,4,2025-01-20 16:17:51
7529,1K,Apartment,Nakamoto,Osaka-shi Higashinari-ku,Osaka,54550.0,19.87,0.0,0.0,3,2006,Tamatsukuri,12,2025-01-20 16:17:51
7530,1K,Apartment,Toneri,Adachi-ku,Tokyo,67000.0,21.17,0.0,32000.0,3,2021,Toneri,7,2025-01-20 16:17:51
7532,1R,Apartment,Sakurajosui,Setagaya-ku,Tokyo,67000.0,19.0,67000.0,0.0,4,1991,Sakurajousui,4,2025-01-20 16:17:51
7533,1K,Apartment,Sangenjaya,Setagaya-ku,Tokyo,149500.0,25.52,0.0,0.0,4,2017,Sangenjaya,7,2025-01-20 16:17:51
7534,1LDK,Apartment,Kaminopporo 1-jo,Sapporo-shi Atsubetsu-ku,Hokkaido,68574.0,46.19,0.0,61000.0,2,2010,Kaminopporo,16,2025-01-20 16:17:51
7535,1LDK,Apartment,Mita,Minato-ku,Tokyo,307000.0,55.07,292000.0,292000.0,10,2003,Azabu-juban,3,2025-01-20 16:17:51
7536,1K,Apartment,Komagata,Taito-ku,Tokyo,90000.0,24.99,83000.0,0.0,4,1997,Asakusa,5,2025-01-20 16:17:51
7537,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7538,1R,Apartment,Higashikoiwa,Edogawa-ku,Tokyo,45000.0,17.05,0.0,0.0,3,1990,Edogawa,7,2025-01-20 16:17:51
7539,1K,Apartment,Sasazuka,Shibuya-ku,Tokyo,106000.0,20.09,100000.0,100000.0,6,2009,Sasazuka,4,2025-01-20 16:17:51
7540,3LDK,Apartment,Tatsumi,Koto-ku,Tokyo,266000.0,80.06,251000.0,251000.0,9,1998,Tatsumi,6,2025-01-20 16:17:51
7541,1DK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,104000.0,30.47,96000.0,0.0,1,1983,Nishiwaseda,7,2025-01-20 16:17:51
7542,1DK,Apartment,Minamikarasuyama,Setagaya-ku,Tokyo,118000.0,26.28,0.0,0.0,3,2022,Roka Koen,5,2025-01-20 16:17:51
7543,1K,Apartment,Anagawa,Chiba-shi Inage-ku,Chiba,63074.0,19.87,0.0,27500.0,3,2007,Tendai,4,2025-01-20 16:17:51
7544,1K,Apartment,Taishido,Setagaya-ku,Tokyo,66550.0,15.56,0.0,0.0,5,1990,Nishitaishidou,6,2025-01-20 16:17:51
7545,1K,Apartment,Nishikubo,Musashino-shi,Tokyo,80050.0,21.57,0.0,0.0,1,2019,Keiou Hachioji,12,2025-01-20 16:17:51
7546,1K,Apartment,Jonan,Fujisawa-shi,Kanagawa,58550.0,19.87,0.0,0.0,1,2007,Tsujidou,21,2025-01-20 16:17:51
7547,1R,Apartment,Higashimotomachi,Kokubunji-shi,Tokyo,50000.0,18.21,0.0,0.0,1,1989,Kokubunji,7,2025-01-20 16:17:51
7548,1K,Apartment,Kamiyasumatsu,Tokorozawa-shi,Saitama,76074.0,26.08,0.0,70000.0,1,2018,Tokorozawa,10,2025-01-20 16:17:51
7549,1K,Apartment,Kamiya,Kita-ku,Tokyo,98000.0,21.2,90000.0,90000.0,7,2009,Ouji Kamiya,4,2025-01-20 16:17:51
7550,1K,Apartment,Ikejiri,Setagaya-ku,Tokyo,115000.0,25.74,109000.0,109000.0,1,2009,Ikejiriohashi,5,2025-01-20 16:17:51
7551,2DK,Apartment,Asagayakita,Suginami-ku,Tokyo,97000.0,37.0,95000.0,0.0,2,1984,Asagaya,9,2025-01-20 16:17:51
7552,2K,Apartment,Itabashi,Itabashi-ku,Tokyo,97000.0,38.57,97000.0,97000.0,4,1986,Shin Itabashi,7,2025-01-20 16:17:51
7553,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7554,1K,Apartment,Oji,Kita-ku,Tokyo,66000.0,20.52,0.0,60000.0,3,1994,Ouji Kamiya,7,2025-01-20 16:17:51
7555,1K,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,80000.0,22.96,0.0,71000.0,1,2000,Nishiwaseda,7,2025-01-20 16:17:51
7556,1K,Apartment,Matsubara,Setagaya-ku,Tokyo,98550.0,26.18,0.0,0.0,2,2019,Meidaimae,5,2025-01-20 16:17:51
7557,1K,Apartment,Ohara,Setagaya-ku,Tokyo,58000.0,18.5,0.0,0.0,1,1975,Daitabashi,7,2025-01-20 16:17:51
7558,1R,Apartment,Minamiazabu,Minato-ku,Tokyo,99000.0,25.61,99000.0,0.0,3,1985,Azabu-juban,7,2025-01-20 16:17:51
7559,1K,Apartment,Taishido,Setagaya-ku,Tokyo,71500.0,18.23,0.0,0.0,2,2014,Nishitaishidou,8,2025-01-20 16:17:51
7560,1K,Apartment,Akitsucho,Higashimurayama-shi,Tokyo,48550.0,19.87,0.0,0.0,1,1999,Tokorozawa,18,2025-01-20 16:17:51
7561,1K,Apartment,Kawaguchi,Kawaguchi-shi,Saitama,69050.0,20.56,0.0,0.0,1,2017,Kawaguchi,9,2025-01-20 16:17:51
7562,1K,Apartment,Honcho,Nakano-ku,Tokyo,99420.0,18.34,0.0,0.0,4,2022,Nakanoshinbashi,3,2025-01-20 16:17:51
7563,1LDK,Apartment,Sendagaya,Shibuya-ku,Tokyo,221000.0,41.16,211000.0,0.0,2,2005,Harajuku,4,2025-01-20 16:17:51
7564,1K,Apartment,Miyamotocho,Itabashi-ku,Tokyo,84000.0,21.09,0.0,0.0,1,2024,Itabashi Honchou,7,2025-01-20 16:17:51
7565,1K,Apartment,Tokaichibacho,Yokohama-shi Midori-ku,Kanagawa,58550.0,19.87,0.0,0.0,1,2002,Tokaichiba,10,2025-01-20 16:17:51
7566,1K,Apartment,Nakano,Nakano-ku,Tokyo,92000.0,19.31,0.0,0.0,2,1998,Nakano,10,2025-01-20 16:17:51
7567,1K,Apartment,Higashi,Shibuya-ku,Tokyo,135000.0,20.36,0.0,0.0,3,2006,Ebisu,7,2025-01-20 16:17:51
7568,1K,Apartment,Kamimeguro,Meguro-ku,Tokyo,160000.0,27.22,0.0,0.0,4,2007,Nakameguro,2,2025-01-20 16:17:51
